id	rootId	lexeme	seyame	word_type	grammatical_category	rest	first_suffix	second_suffix	third_suffix	prefix	first_vowel	second_vowel	third_vowel	fourth_vowel	num_vowels	radical_type	verbal_conjugation
814	517	HRWDS	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
815	518	HRWDS	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
816	519	HRWDS	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
817	520	HRWM>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
818	521	HRK>	0	normal	particle	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
819	522	HRM>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
820	523	HRM>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
821	524	HRMGNJS	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
822	525	HRMJS	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
823	526	HRSJWV>	0	normal	adjective	0	n/a	n/a	uOToA	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
824	526	HRSJS	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
825	527	HRTMN	0	normal	particle	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
826	528	HC>	0	normal	particle	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
827	529	WJ	0	normal	particle	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
828	530	WL>	1	normal	adjective_of_place	1004	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
829	531	W<D	0	parenthesised	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
830	531	W<D>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	n/a	n/a
831	532	Z>N>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
832	533	ZBDJ	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
833	534	ZBWLWN	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
834	535	ZBWR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
835	536	ZBL	0	normal	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
836	536	ZBL>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	n/a
837	537	ZBN	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
838	538	ZBN>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
839	539	ZGWG>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	u	n/a	n/a	1	tri	n/a
840	539	ZGWGJT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	u	i	n/a	2	tri	n/a
841	540	ZGR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
842	541	ZDWQ	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
843	542	ZDWQJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
844	543	ZDJQ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	i	n/a	n/a	2	tri	pael
845	543	ZDJQ>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	a	i	n/a	n/a	2	tri	pael
846	543	ZDJQWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	a	i	n/a	n/a	2	tri	pael
847	543	ZDQ	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
848		ZDQ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	o	n/a	n/a	n/a	1	tri	peal
849	543	ZDQ>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
850	543	ZDQT>	0	normal	noun	0	ToA	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
851	544	ZHJ	0	parenthesised	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
852	544	ZHJ>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	a	n/a	n/a	n/a	1	tri	peal
853	545	ZHR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
854	546	ZHJR>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	peal
855	546	ZHJR>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	n/a	i	n/a	n/a	1	tri	peal
856	546	ZHR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
857	546	ZHR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
858	547	ZWG	0	normal	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
859	547	ZWG>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
860	547	ZWWG>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	o	n/a	n/a	2	tri	pael
861	548	ZWD	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
862	548	ZWD>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	n/a
863	549	ZWZ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
864	550	ZWX	0	parenthesised	verb	1004	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
865	550	ZWX>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	n/a	n/a
866	551	ZWJT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
867	552	Z<	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
868	552	ZW<>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
869	553	ZWP>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
870	554	ZWRBBL	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
871	555	ZXWRJT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
872	556	ZVM>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
873	557	ZJZN>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
874	558	ZN	0	parenthesised	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
875	558	ZJN>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
876	559	ZJT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
877	560	ZK>	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
878	560	ZKWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	o	n/a	n/a	n/a	1	tri	peal
879	560	ZKJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	pael
880	561	ZKJ	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
881	562	ZKRJ>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
882	563	ZKRJ>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
883	564	ZLG	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
884	564	ZLG>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
885	565	ZLHZ	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
886	566	ZL<	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
887	567	ZM	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
888	568	ZMJN>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	peal
889	568	ZMN	0	normal	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
890	569	ZMJRT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	peal
891	569	ZMR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
892	569	ZMR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
893	569	ZMR>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	pael
894	569	MZMWR>	0	normal	noun	0	n/a	n/a	n/a	M	n/a	u	n/a	n/a	1	tri	peal
895	570	ZMRGD>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
896	571	ZN>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
897	572	ZN>	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
898	572	ZNJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	pael
899	572	ZNJWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	o	n/a	n/a	n/a	1	tri	peal
900	572	ZNJT>	0	normal	noun	0	ToA	n/a	n/a	n/a	o	i	n/a	n/a	2	tri	peal
901	573	Z<P	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
902	574	Z<Q	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
903	574	MZ<WQ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
904	575	Z<WR>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
905	575	Z<R	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
906	576	ZQ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
907	577	ZQJP>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
908	577	ZQP	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
909	578	ZQR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
910	579	ZRX	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
911	580	ZRW<>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	u	n/a	n/a	2	tri	peal
912	580	ZR<	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
913	580	ZR<>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
914	580	ZR<WN>	0	normal	noun	0	uONoA	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
915	581	X>P>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
916	582	X>R>	0	normal	adjective	0	n/a	n/a	n/a	n/a	i	n/a	n/a	n/a	1	tri	peal
917	582	X>RWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	i	n/a	n/a	n/a	1	tri	peal
918	582	XRR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
919	582	XRWR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	u	n/a	n/a	1	tri	peal
920	583	XB	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
921	583	XBWB>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	u	n/a	n/a	2	tri	peal
922	583	XBJB>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	i	n/a	n/a	2	tri	peal
923	583	XBT>	0	normal	noun	0	ToA	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
924	583	XWB>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	n/a	n/a	n/a	1	tri	peal
925	584	XBV	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
926	585	XBJR>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	i	n/a	n/a	2	tri	peal
927	585	XBR>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	peal
928	586	XBL	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
929	586	XBL>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
930	586	MXBLN>	0	normal	noun	0	oNoA	n/a	n/a	M	a	n/a	n/a	n/a	1	tri	pael
931	586	MTXBLNWT>	0	normal	noun	0	oNoA	n/a	uOToA	M	a	n/a	n/a	n/a	1	tri	ethpael
932	587	XBL	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
933	587	XBL>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
934	588	XBL>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
935	589	XBN	0	parenthesised	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
936	589	XBN>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	n/a	n/a
937	589	XBNN>	0	normal	adjective	0	oNoA	n/a	n/a	n/a	n/a	a	n/a	n/a	1	tri	ethpael
938	589	XBNNWT>	0	normal	noun	0	oNoA	n/a	uOToA	n/a	n/a	a	n/a	n/a	1	tri	ethpael
939	590	XBY	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
940	590	XBY>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
941	591	XBR>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
942		XBRT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	a	n/a	n/a	1	tri	n/a
943	592	XBWCJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
944	592	XBC	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
945	593	XGJS>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
946	594	XGJR>	0	normal	participle_adjective	0	n/a	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	peal
947	594	XGR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
948	594	MXGR>	0	normal	participle_adjective	0	n/a	n/a	n/a	M	a	n/a	n/a	n/a	1	tri	pael
949	595	XD	0	normal	numeral	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
950	595	XD-BCB>	0	normal	idiom	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
951	595	XDD>	0	normal	pronoun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	n/a	n/a
952	595	XD<SR	0	normal	numeral	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	compound	n/a
953	595	MXD>	0	normal	particle	0	n/a	n/a	n/a	M	n/a	n/a	n/a	n/a	0	n/a	n/a
954	596	XDWT>	0	normal	noun	0	ToA	n/a	n/a	n/a	a	u	n/a	n/a	2	compound	n/a
955	596	XDJ	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
956	596	XDJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	n/a	peal
957	596	XDJ>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	o	n/a	n/a	n/a	1	n/a	peal
958	597	XDJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
959	598	XDWR>	0	normal	adjective	0	n/a	n/a	n/a	n/a	o	u	n/a	n/a	2	tri	peal
960	598	XDR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
961	598	XDR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
962	598	XWDRN>JT	0	normal	adverb_AiYT	0	oNoA	n/a	oAiYT	n/a	u	n/a	n/a	n/a	1	tri	peal
963	599	XDT	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
964	599	XDT>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
965	599	XDT>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	a	n/a	n/a	n/a	1	tri	peal
966	599	XDTWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	a	n/a	n/a	n/a	1	tri	peal
967	599	XWDT>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	o	n/a	n/a	2	tri	pael
968	600	XW>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
969	601	XW>	0	parenthesised	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
970	601	TXWJT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	pael
971	602	XWB	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
972	602	XWB>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
973	602	XWBT>	0	normal	noun	0	ToA	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
974	602	XWJB>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	o	n/a	n/a	2	tri	pael
975	602	XJB>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	pael
976	602	XJBWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	a	o	n/a	n/a	2	tri	pael
977	603	XWBL>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
978	604	XWV	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
979	604	XWV>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	n/a	n/a	n/a	1	tri	peal
980	605	XWVR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
981	606	XWJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
982	607	XWL>	0	normal	adjective	0	n/a	n/a	n/a	n/a	u	n/a	n/a	n/a	1	tri	peal
983	607	XL	0	normal	verb	1004	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
984	608	XWS	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
985	608	XWSN>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
986	609	XWY	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
987	609	XJY>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
988	609	XJY>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	i	n/a	n/a	n/a	1	tri	peal
989	610	XWR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
990	610	XWR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
991	611	XWR	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
992	611	XWR>	0	normal	adjective	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
993	612	XWR>	0	normal	noun	0	n/a	n/a	n/a	n/a	u	n/a	n/a	n/a	1	tri	n/a
994	612	XRWR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	u	n/a	n/a	1	tri	n/a
995	613	XZ>	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
996	613	XZW>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
997	613	XZJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	peal
998	613	XZJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
999	613	XZT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
1000	613	MXZ>	0	normal	noun	0	n/a	n/a	n/a	M	a	n/a	n/a	n/a	1	tri	peal
1001	613	MXZJT>	0	normal	noun	0	n/a	iYToA	n/a	M	a	n/a	n/a	n/a	1	tri	peal
1002	614	XZJR>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	n/a
1003		XZJRT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	n/a
1004	615	XZQ	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1005	615	XZQ>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
1006	616	XZQJ>	0	normal	proper_noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1007	617	XV	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1008	617	MXV>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	peal
1009	618	XV>	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1010	618	XVH>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	o	n/a	n/a	1	tri	peal
1011	618	XVJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	peal
1012	618	XVJT>	0	normal	noun	0	ToA	n/a	n/a	n/a	n/a	i	n/a	n/a	1	tri	peal
1013	619	XVWP>	0	normal	adjective	0	n/a	n/a	n/a	n/a	o	u	n/a	n/a	2	tri	peal
1014	619	XVWPJ>	0	normal	noun	0	YoA	n/a	n/a	n/a	n/a	u	n/a	n/a	1	tri	peal
1015	619	XVP	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1016	620	XVT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1017	621	XJ>	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1018	621	XJ>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	o	n/a	n/a	2	tri	peal
1019	621	XJ>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	e	n/a	n/a	2	tri	peal
1020	621	XJWT>	0	normal	noun	0	n/a	n/a	uOToA	n/a	a	n/a	n/a	n/a	1	tri	peal
1021	621	XJT>	0	normal	noun	0	ToA	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
1022	621	MXJN>	0	normal	adjective	0	oNoA	n/a	n/a	M	n/a	n/a	n/a	n/a	0	tri	aphel
1023	622	XJL	0	normal	denominative	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1024	622	XJL>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	n/a
1025	622	XJLTN>	0	normal	adjective	0	ToNoA	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	n/a
1026	623	XKJM>	0	normal	adjective	0	n/a	n/a	n/a	n/a	a	i	n/a	n/a	2	tri	peal
1027	623	XKJM>JT	0	normal	adverb_AiYT	0	n/a	n/a	oAiYT	n/a	a	i	n/a	n/a	2	tri	peal
1028	623	XKM	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1029	623	XKMT>	0	normal	noun	0	ToA	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
1030	624	XL	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1031	624	XL>	0	normal	noun	0	n/a	n/a	n/a	n/a	a	n/a	n/a	n/a	1	tri	peal
1032	624	XL>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
1033	624	XLT>	0	normal	noun	0	ToA	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
1034	625	XL>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1035	626	XLB>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1036	627	XLD	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1037	627	XLDJT>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	pael
1038	628	XLWL>	0	normal	noun	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1039	629	XWLVN>	0	normal	noun	0	oNoA	n/a	n/a	n/a	u	n/a	n/a	n/a	1	tri	peal
1040	629	XLV	0	normal	verb	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	n/a	n/a
1041	629	XLV>	0	normal	noun	0	n/a	n/a	n/a	n/a	e	n/a	n/a	n/a	1	tri	peal
